"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","timeout","failed_images","failed_audio","failed_video","stimulus","response","condition","category","level","selection_array","selection_index","rt_array","selection_type_array","final_choice_array","final_rt"
"true","1591","fullscreen","0","null","2603","pxuywmv74zn","hedgehog","","","","","","","","","","","","","","",""
"true","","preload","1","2.0.0","2765","pxuywmv74zn","hedgehog","false","[]","[]","[]","","","","","","","","","","",""
"","906","html-keyboard-response","2","2.0.0","3672","pxuywmv74zn","hedgehog","","","","","Welcome to the experiment. Press any key to begin."," ","","","","","","","","",""
"","2908","survey-text","3","2.0.0","6583","pxuywmv74zn","hedgehog","","","","","","{""participant_id"":""hedgehog""}","","","","","","","","",""
"","3040","html-keyboard-response","4","2.0.0","9627","pxuywmv74zn","hedgehog","","","","","
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
"," ","","","","","","","","",""
"","5251","html-keyboard-response","5","2.0.0","14879","pxuywmv74zn","hedgehog","","","","","
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
"," ","","","","","","","","",""
"","","html-button-response","6","2.0.0","39716","pxuywmv74zn","hedgehog","","","","","<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a mep. Can you give Mr. Frog all the other meps?</p>
              <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the meps.</p>","","1-item","animals","one-subordinate","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg""]","[5,8,6,6,13,17]","[3273,3934,4571,5450,6015,22325]","[""select"",""select"",""select"",""unselect"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg""]","24832"
"","","html-button-response","7","2.0.0","45296","pxuywmv74zn","hedgehog","","","","","<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a tob. Can you give Mr. Frog all the other tobs?</p>
              <p>Click on all of the tobs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the tobs.</p>","","1-item","vehicles","one-subordinate","[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas3.jpg""]","[13,10,4,22]","[1444,2187,2744,3615]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas3.jpg""]","5576"
"","","html-button-response","8","2.0.0","52436","pxuywmv74zn","hedgehog","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a rif. Can you give Mr. Frog all the other rifs?</p>
              <p>Click on all of the rifs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the rifs.</p>","","1-item","vegetables","one-subordinate","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg""]","[15,10,19,18]","[1521,2234,5662,6167]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg""]","7137"
"","","html-button-response","9","2.0.0","55419","pxuywmv74zn","hedgehog","","","","","<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some meps. Can you give Mr. Frog all the other meps?</p>
                                 <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the meps.</p>","","3-item","animals","subordinate","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","[9,13]","[1531,2029]","[""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","2979"
"","","html-button-response","10","2.0.0","60177","pxuywmv74zn","hedgehog","","","","","<img src=""stimuli/c1_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some wugs. Can you give Mr. Frog all the other wugs?</p>
                                 <p>Click on all of the wugs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the wugs.</p>","","3-item","vegetables","basic","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg""]","[7,6,8,16]","[1455,1946,2602,3618]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg""]","4754"
"","","html-button-response","11","2.0.0","68110","pxuywmv74zn","hedgehog","","","","","<img src=""stimuli/c3_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some sibs. Can you give Mr. Frog all the other sibs?</p>
                                 <p>Click on all of the sibs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the sibs.</p>","","3-item","animals","superordinate","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_bas3.jpg""]","[0,1,15,21,19,12,17,5]","[1863,2451,3149,3646,4486,5073,5914,6673]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_bas3.jpg""]","7929"
"","","html-button-response","12","2.0.0","93159","pxuywmv74zn","hedgehog","","","","","<img src=""stimuli/c2_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rabs. Can you give Mr. Frog all the other rabs?</p>
                                 <p>Click on all of the rabs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rabs.</p>","","3-item","vehicles","superordinate","[""stimuli/c2_bas3.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sup5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sup4.jpg""]","[14,8,20,16,17,3,6,0]","[1734,2376,3492,4507,5636,6470,9696,10297]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c2_bas3.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sup5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sup4.jpg""]","25045"
"","","html-button-response","13","2.0.0","96933","pxuywmv74zn","hedgehog","","","","","<img src=""stimuli/c2_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tobs. Can you give Mr. Frog all the other tobs?</p>
                                 <p>Click on all of the tobs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tobs.</p>","","3-item","vehicles","subordinate","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg""]","[13,12]","[2285,2738]","[""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg""]","3769"
