"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","timeout","failed_images","failed_audio","failed_video","stimulus","response","condition","category","level","selection_array","selection_index","rt_array","selection_type_array","final_choice_array","final_rt"
"true","1231","fullscreen","0","null","2243","prhh5yc92ve","A17689315","","","","","","","","","","","","","","",""
"true","","preload","1","2.0.0","2749","prhh5yc92ve","A17689315","false","[]","[]","[]","","","","","","","","","","",""
"","5601","html-keyboard-response","2","2.0.0","8351","prhh5yc92ve","A17689315","","","","","Welcome to the experiment. Press any key to begin.","y","","","","","","","","",""
"","5759","survey-text","3","2.0.0","14113","prhh5yc92ve","A17689315","","","","","","{""participant_id"":""A17689315""}","","","","","","","","",""
"","3278","html-keyboard-response","4","2.0.0","17392","prhh5yc92ve","A17689315","","","","","
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
","l","","","","","","","","",""
"","3787","html-keyboard-response","5","2.0.0","21179","prhh5yc92ve","A17689315","","","","","
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
",";","","","","","","","","",""
"","","html-button-response","6","2.0.0","44683","prhh5yc92ve","A17689315","","","","","<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a tob. Can you give Mr. Frog all the other tobs?</p>
              <p>Click on all of the tobs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the tobs.</p>","","1-item","animals","one-subordinate","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","[1,1,1,1,5,17,22,1]","[6951,8582,11963,12859,15011,16041,16721,18416]","[""select"",""unselect"",""select"",""unselect"",""select"",""select"",""select"",""select""]","[""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","23502"
"","","html-button-response","7","2.0.0","53072","prhh5yc92ve","A17689315","","","","","<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a fep. Can you give Mr. Frog all the other feps?</p>
              <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the feps.</p>","","1-item","vehicles","one-subordinate","[""stimuli/c2_bas3.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg""]","[8,7,3,22]","[3980,4613,5381,6732]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_bas3.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg""]","8387"
"","","html-button-response","8","2.0.0","58318","prhh5yc92ve","A17689315","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a zom. Can you give Mr. Frog all the other zoms?</p>
              <p>Click on all of the zoms below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the zoms.</p>","","1-item","vegetables","one-subordinate","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg""]","[2,10,17,19]","[2029,2621,3092,4051]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg""]","5244"
"","","html-button-response","9","2.0.0","63410","prhh5yc92ve","A17689315","","","","","<img src=""stimuli/c3_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tobs. Can you give Mr. Frog all the other tobs?</p>
                                 <p>Click on all of the tobs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tobs.</p>","","3-item","animals","subordinate","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg""]","[4,6,20]","[2260,3212,3971]","[""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas4.jpg""]","5090"
"","","html-button-response","10","2.0.0","68464","prhh5yc92ve","A17689315","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some zoms. Can you give Mr. Frog all the other zoms?</p>
                                 <p>Click on all of the zoms below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the zoms.</p>","","3-item","vegetables","subordinate","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg""]","[2,16,7,19]","[1422,1983,2838,3382]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg""]","5053"
"","","html-button-response","11","2.0.0","72439","prhh5yc92ve","A17689315","","","","","<img src=""stimuli/c2_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some feps. Can you give Mr. Frog all the other feps?</p>
                                 <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the feps.</p>","","3-item","vehicles","subordinate","[""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]","[11,7,19]","[1718,2397,3381]","[""select"",""select"",""select""]","[""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]","3972"
