"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","timeout","failed_images","failed_audio","failed_video","stimulus","response","condition","category","level","selection_array","selection_index","rt_array","selection_type_array","final_choice_array","final_rt"
"true","686","fullscreen","0","null","1690","ptrp23x2ahz","dolphin","","","","","","","","","","","","","","",""
"true","","preload","1","2.0.0","1717","ptrp23x2ahz","dolphin","false","[]","[]","[]","","","","","","","","","","",""
"","631","html-keyboard-response","2","2.0.0","2348","ptrp23x2ahz","dolphin","","","","","Welcome to the experiment. Press any key to begin."," ","","","","","","","","",""
"","2094","survey-text","3","2.0.0","4448","ptrp23x2ahz","dolphin","","","","","","{""participant_id"":""dolphin""}","","","","","","","","",""
"","6759","html-keyboard-response","4","2.0.0","11208","ptrp23x2ahz","dolphin","","","","","
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
"," ","","","","","","","","",""
"","4224","html-keyboard-response","5","2.0.0","15433","ptrp23x2ahz","dolphin","","","","","
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
"," ","","","","","","","","",""
"","","html-button-response","6","2.0.0","25151","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a tev. Can you give Mr. Frog all the other tevs?</p>
              <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the tevs.</p>","","1-item","vegetables","one-subordinate","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg""]","[10,16,17,19]","[4235,4551,4866,6039]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg""]","9714"
"","","html-button-response","7","2.0.0","37623","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a wug. Can you give Mr. Frog all the other wugs?</p>
              <p>Click on all of the wugs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the wugs.</p>","","1-item","animals","one-subordinate","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_bas4.jpg""]","[1,17,3,18]","[1434,3124,7809,9516]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_bas4.jpg""]","12468"
"","","html-button-response","8","2.0.0","46400","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a fep. Can you give Mr. Frog all the other feps?</p>
              <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the feps.</p>","","1-item","vehicles","one-subordinate","[""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg""]","[4,0,3,0,3,21,3,0]","[1348,2189,4114,4656,5223,5732,6485,7414]","[""select"",""select"",""select"",""unselect"",""unselect"",""select"",""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg""]","8774"
"","","html-button-response","9","2.0.0","52831","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some wugs. Can you give Mr. Frog all the other wugs?</p>
                                 <p>Click on all of the wugs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the wugs.</p>","","3-item","animals","subordinate","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","[1,12]","[1299,1946]","[""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","6428"
"","","html-button-response","10","2.0.0","66784","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tobs. Can you give Mr. Frog all the other tobs?</p>
                                 <p>Click on all of the tobs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tobs.</p>","","3-item","animals","superordinate","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","[2,9,10,11,9,15,21,22,21,22,21,22,19,9]","[2683,2999,3477,4544,4956,5725,6121,6615,7432,7909,8240,8654,9219,11427]","[""select"",""select"",""select"",""select"",""unselect"",""select"",""select"",""select"",""unselect"",""unselect"",""select"",""select"",""select"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_bas3.jpg""]","13951"
"","","html-button-response","11","2.0.0","75456","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c1_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rifs. Can you give Mr. Frog all the other rifs?</p>
                                 <p>Click on all of the rifs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rifs.</p>","","3-item","vegetables","basic","[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg""]","[3,15,22,17]","[1300,1754,2392,2789]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas3.jpg""]","8670"
"","","html-button-response","12","2.0.0","82454","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some meps. Can you give Mr. Frog all the other meps?</p>
                                 <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the meps.</p>","","3-item","vegetables","superordinate","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg""]","[10,4,16,15,17,18,6,5]","[1673,1989,2312,2644,2999,3785,4197,4997]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_bas3.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_sup4.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup5.jpg""]","6996"
"","","html-button-response","13","2.0.0","89766","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c2_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rabs. Can you give Mr. Frog all the other rabs?</p>
                                 <p>Click on all of the rabs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rabs.</p>","","3-item","vehicles","basic","[""stimuli/c2_sup6.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_bas3.jpg""]","[4,4,0,6,15,11]","[1412,1671,2192,2504,3895,4364]","[""select"",""unselect"",""select"",""select"",""select"",""select""]","[""stimuli/c2_bas4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_bas3.jpg""]","7309"
"","","html-button-response","14","2.0.0","92791","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some feps. Can you give Mr. Frog all the other feps?</p>
                                 <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the feps.</p>","","3-item","vehicles","subordinate","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg""]","[9,16]","[1533,1906]","[""select"",""select""]","[""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg""]","3022"
"","","html-button-response","15","2.0.0","102417","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tevs. Can you give Mr. Frog all the other tevs?</p>
                                 <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tevs.</p>","","3-item","vegetables","subordinate","[""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg""]","[3,5,20,5,18]","[2367,2772,5206,6355,6929]","[""select"",""select"",""select"",""unselect"",""select""]","[""stimuli/c1_bas4.jpg"",""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg""]","9623"
"","","html-button-response","16","2.0.0","118845","ptrp23x2ahz","dolphin","","","","","<img src=""stimuli/c2_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some zoms. Can you give Mr. Frog all the other zoms?</p>
                                 <p>Click on all of the zoms below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the zoms.</p>","","3-item","vehicles","superordinate","[""stimuli/c2_sup5.jpg"",""stimuli/c2_sup6.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sup3.jpg"",""stimuli/c2_sup4.jpg"",""stimuli/c2_sup5.jpg""]","[1,3,16,19,13,23,6,4,4,4,4,4,23,1]","[2205,3119,6435,6921,7180,7689,8223,8644,9056,9614,10269,12082,13829,15689]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select"",""unselect"",""select"",""unselect"",""select"",""unselect"",""unselect""]","[""stimuli/c2_sup6.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sup3.jpg""]","16425"
