"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","timeout","failed_images","failed_audio","failed_video","stimulus","response","condition","category","level","selection_array","selection_index","rt_array","selection_type_array","final_choice_array","final_rt"
"true","5996","fullscreen","0","null","7010","pc8s2khtj20","koala","","","","","","","","","","","","","","",""
"true","","preload","1","2.0.0","7352","pc8s2khtj20","koala","false","[]","[]","[]","","","","","","","","","","",""
"","1281","html-keyboard-response","2","2.0.0","8633","pc8s2khtj20","koala","","","","","Welcome to the experiment. Press any key to begin."," ","","","","","","","","",""
"","3239","survey-text","3","2.0.0","11876","pc8s2khtj20","koala","","","","","","{""participant_id"":""koala""}","","","","","","","","",""
"","6967","html-keyboard-response","4","2.0.0","18845","pc8s2khtj20","koala","","","","","
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
"," ","","","","","","","","",""
"","6145","html-keyboard-response","5","2.0.0","24991","pc8s2khtj20","koala","","","","","
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
"," ","","","","","","","","",""
"","","html-button-response","6","2.0.0","50244","pc8s2khtj20","koala","","","","","<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a fep. Can you give Mr. Frog all the other feps?</p>
              <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the feps.</p>","","1-item","vehicles","one-subordinate","[""stimuli/c2_bas3.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg""]","[3,3,3,18,13,20]","[8916,11897,13619,14939,15650,16283]","[""select"",""unselect"",""select"",""select"",""select"",""select""]","[""stimuli/c2_bas3.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_sub4.jpg""]","25249"
"","","html-button-response","7","2.0.0","61551","pc8s2khtj20","koala","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a wug. Can you give Mr. Frog all the other wugs?</p>
              <p>Click on all of the wugs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the wugs.</p>","","1-item","vegetables","one-subordinate","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg""]","[4,5]","[2845,3363]","[""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sub4.jpg""]","11304"
"","","html-button-response","8","2.0.0","70798","pc8s2khtj20","koala","","","","","<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a tev. Can you give Mr. Frog all the other tevs?</p>
              <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the tevs.</p>","","1-item","animals","one-subordinate","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","[16,14]","[5136,5817]","[""select"",""select""]","[""stimuli/c3_sub5.jpg"",""stimuli/c3_sub4.jpg""]","9244"
"","","html-button-response","9","2.0.0","80893","pc8s2khtj20","koala","","","","","<img src=""stimuli/c3_bas1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_bas2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some rabs. Can you give Mr. Frog all the other rabs?</p>
                                 <p>Click on all of the rabs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the rabs.</p>","","3-item","animals","basic","[""stimuli/c3_bas3.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]","[10,17,18,20]","[5061,5817,7485,8202]","[""select"",""select"",""select"",""select""]","[""stimuli/c3_bas3.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_sub5.jpg""]","10091"
