"success","rt","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","timeout","failed_images","failed_audio","failed_video","stimulus","response","condition","category","level","selection_array","selection_index","rt_array","selection_type_array","final_choice_array","final_rt"
"true","2258","fullscreen","0","null","3262","pw2wswc98dh","jaguar","","","","","","","","","","","","","","",""
"true","","preload","1","2.0.0","3709","pw2wswc98dh","jaguar","false","[]","[]","[]","","","","","","","","","","",""
"","719","html-keyboard-response","2","2.0.0","4428","pw2wswc98dh","jaguar","","","","","Welcome to the experiment. Press any key to begin.","k","","","","","","","","",""
"","2409","survey-text","3","2.0.0","6846","pw2wswc98dh","jaguar","","","","","","{""participant_id"":""jaguar""}","","","","","","","","",""
"","2825","html-keyboard-response","4","2.0.0","9672","pw2wswc98dh","jaguar","","","","","
  <p><b>This is Mr. Frog!</b></p>
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>He speaks a different language and needs help finding the items he wants. Can you help Mr. Frog?</p>
  <p>Press any key to move to the next page.</p>
","i","","","","","","","","",""
"","11116","html-keyboard-response","5","2.0.0","20788","pw2wswc98dh","jaguar","","","","","
  <img src=""stimuli/mrfrog.png"" alt=""Mr. Frog"" style=""width:300px;height:300px;"">
  <p>In each trial, you will be shown an image that will be labeled with a word in the language that Mr. Frog speaks. </p>
  <p>Your job will be to select all the items that you think matches what Mr. Frog is asking for. </p>
  <p>Press any key to begin.</p>
","f","","","","","","","","",""
"","","html-button-response","6","2.0.0","56710","pw2wswc98dh","jaguar","","","","","<img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a fep. Can you give Mr. Frog all the other feps?</p>
              <p>Click on all of the feps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the feps.</p>","","1-item","animals","one-subordinate","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup5.jpg"",""stimuli/c3_sup4.jpg""]","[17,23,19,14,18,6,14,5]","[12301,14068,19068,19667,20583,21284,29167,34735]","[""select"",""select"",""select"",""select"",""select"",""select"",""unselect"",""select""]","[""stimuli/c3_sub4.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup3.jpg"",""stimuli/c3_sup4.jpg""]","35918"
"","","html-button-response","7","2.0.0","65377","pw2wswc98dh","jaguar","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a tev. Can you give Mr. Frog all the other tevs?</p>
              <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the tevs.</p>","","1-item","vegetables","one-subordinate","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg""]","[4,8,12,18]","[2896,3430,4112,6929]","[""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sub4.jpg""]","8663"
"","","html-button-response","8","2.0.0","76659","pw2wswc98dh","jaguar","","","","","<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px;""> 
              <p>Here is a mep. Can you give Mr. Frog all the other meps?</p>
              <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
              <p>Click the Submit button when you are done selecting all the meps.</p>","","1-item","vehicles","one-subordinate","[""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]","[2,9,19,23]","[3979,5296,6180,7847]","[""select"",""select"",""select"",""select""]","[""stimuli/c2_bas4.jpg"",""stimuli/c2_bas3.jpg"",""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]","11279"
"","","html-button-response","9","2.0.0","89226","pw2wswc98dh","jaguar","","","","","<img src=""stimuli/c2_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c2_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some meps. Can you give Mr. Frog all the other meps?</p>
                                 <p>Click on all of the meps below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the meps.</p>","","3-item","vehicles","subordinate","[""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg"",""stimuli/c2_bas4.jpg"",""stimuli/c2_bas4.jpg""]","[1,2,9,9]","[2696,3197,6947,9746]","[""select"",""select"",""select"",""unselect""]","[""stimuli/c2_sub4.jpg"",""stimuli/c2_sub5.jpg""]","12563"
"","","html-button-response","10","2.0.0","101709","pw2wswc98dh","jaguar","","","","","<img src=""stimuli/c3_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c3_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some sibs. Can you give Mr. Frog all the other sibs?</p>
                                 <p>Click on all of the sibs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the sibs.</p>","","3-item","animals","superordinate","[""stimuli/c3_sup5.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sup3.jpg""]","[3,7,12,19,22,17,11,23]","[4147,5480,7230,7830,8647,9297,9863,10547]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c3_sup5.jpg"",""stimuli/c3_sub5.jpg"",""stimuli/c3_sup6.jpg"",""stimuli/c3_bas4.jpg"",""stimuli/c3_sub4.jpg"",""stimuli/c3_bas3.jpg"",""stimuli/c3_sup4.jpg"",""stimuli/c3_sup3.jpg""]","12480"
"","","html-button-response","11","2.0.0","116559","pw2wswc98dh","jaguar","","","","","<img src=""stimuli/c1_sup2.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sup1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some wugs. Can you give Mr. Frog all the other wugs?</p>
                                 <p>Click on all of the wugs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the wugs.</p>","","3-item","vegetables","superordinate","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup4.jpg""]","[1,2,6,9,17,22,19,18]","[3346,3846,4780,5963,8496,9446,10430,10995]","[""select"",""select"",""select"",""select"",""select"",""select"",""select"",""select""]","[""stimuli/c1_sub5.jpg"",""stimuli/c1_sup5.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sup3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sup6.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_sup4.jpg""]","14846"
"","","html-button-response","12","2.0.0","123710","pw2wswc98dh","jaguar","","","","","<img src=""stimuli/c1_sub1.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub3.jpg"" style=""width:200px;height:200px; margin: 5px;""><img src=""stimuli/c1_sub2.jpg"" style=""width:200px;height:200px; margin: 5px;""><p>Here are some tevs. Can you give Mr. Frog all the other tevs?</p>
                                 <p>Click on all of the tevs below. If you change your mind, you can unselect any image.</p>
                                 <p>Click the Submit button when you are done selecting all the tevs.</p>","","3-item","vegetables","subordinate","[""stimuli/c1_bas3.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas4.jpg"",""stimuli/c1_bas3.jpg"",""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]","[14,15,15,14,23,19]","[2164,2663,3197,3663,5013,5947]","[""select"",""select"",""unselect"",""unselect"",""select"",""select""]","[""stimuli/c1_sub4.jpg"",""stimuli/c1_sub5.jpg""]","7148"
